,SW,PHIF,VSH
26509,0.413,0.14300000000000002,0.203
21020,1.0,0.052000000000000005,0.5589999999999999
16716,0.515,0.107,0.38799999999999996
26697,0.40700000000000003,0.2,0.239
24245,1.0,0.087,0.47100000000000003
6439,0.3453,0.1689,0.2718
25429,0.184,0.21100000000000002,0.14
22729,0.138,0.244,0.175
22864,0.22,0.233,0.26899999999999996
27512,0.998,0.174,0.5760000000000001
21886,0.375,0.214,0.10300000000000001
10124,0.1909,0.1913,0.258
8271,0.2462,0.2369,0.2052
14518,0.821,0.07400000000000001,0.195
21990,0.44,0.21899999999999997,0.086
13038,0.266,0.22699999999999998,0.175
10943,1.0,0.0639,0.2194
27428,0.85,0.192,0.115
10928,0.7078,0.1175,0.2107
3088,0.8561,0.1787,0.3088
10370,0.3037,0.2291,0.23399999999999999
11036,0.2069,0.2364,0.1234
16747,0.575,0.126,0.32
9933,0.348,0.2169,0.3397
5467,0.5866,0.1279,0.3022
21524,0.113,0.22699999999999998,0.106
3084,0.8698,0.2049,0.2438
23871,0.515,0.063,0.276
21220,0.62,0.09699999999999999,0.456
15475,0.379,0.114,0.442
22181,0.307,0.20199999999999999,0.106
1591,1.0,0.1244,0.3195
9704,0.2599,0.2329,0.2597
9870,0.2895,0.2008,0.3224
6299,0.4298,0.1549,0.4801
26890,0.363,0.209,0.05
26735,0.317,0.22399999999999998,0.209
13663,0.332,0.24100000000000002,0.149
2932,1.0,0.0466,0.2421
10189,0.179,0.1985,0.33
3996,1.0,0.1066,0.2092
13426,0.309,0.237,0.182
23236,0.718,0.049,0.387
4730,0.8618,0.16399999999999998,0.4699
16511,0.502,0.121,0.39799999999999996
26961,0.506,0.18100000000000002,0.036000000000000004
1745,1.0,0.0585,0.3808
14862,0.8640000000000001,0.085,0.20800000000000002
17156,0.102,0.24100000000000002,0.10800000000000001
25994,0.18600000000000003,0.214,0.155
19932,0.10800000000000001,0.228,0.094
2389,1.0,0.0354,0.321
27816,0.795,0.09300000000000001,0.32
26673,0.364,0.142,0.198
2645,0.4885,0.2275,0.1966
27597,0.909,0.192,0.141
5601,1.0,0.066,0.3826
13799,1.0,0.11900000000000001,0.316
14439,0.7440000000000001,0.10800000000000001,0.27399999999999997
15937,0.364,0.192,0.44799999999999995
23479,0.17300000000000001,0.243,0.22
22346,0.11699999999999999,0.264,0.156
27131,0.423,0.195,0.043
12124,1.0,0.02,0.2676
6647,0.3025,0.2532,0.284
16870,0.17800000000000002,0.196,0.278
26088,0.509,0.16399999999999998,0.34
6662,0.2591,0.2546,0.2519
6577,0.7594,0.0815,0.4348
21532,0.115,0.217,0.096
2207,1.0,0.02,0.2629
22462,0.132,0.257,0.165
13817,1.0,0.128,0.27399999999999997
5474,0.607,0.1373,0.2613
14082,1.0,0.053,0.7020000000000001
12524,1.0,0.092,0.7340000000000001
19633,0.11,0.243,0.085
4560,0.6754,0.2324,0.0501
13360,0.26899999999999996,0.209,0.152
3721,1.0,0.0789,0.3609
251,1.0,0.221,0.0258
16198,0.253,0.165,0.243
6584,0.8331,0.0734,0.478
23521,0.24600000000000002,0.20600000000000002,0.299
11352,0.2928,0.154,0.149
23078,0.203,0.209,0.2
19702,0.109,0.23800000000000002,0.076
8713,0.6026,0.1833,0.3516
5093,0.9329999999999999,0.1104,0.4692
20871,0.20600000000000002,0.23199999999999998,0.248
15886,0.49,0.133,0.446
5469,0.5818,0.1321,0.2509
27432,0.772,0.191,0.14800000000000002
25335,0.18100000000000002,0.2,0.128
19687,0.114,0.23199999999999998,0.07400000000000001
1685,1.0,0.0507,0.2673
25497,0.18100000000000002,0.217,0.11800000000000001
25666,0.145,0.23800000000000002,0.127
4798,1.0,0.0293,0.3652
9642,0.2817,0.2177,0.2364
6868,0.2899,0.2448,0.2757
23323,0.10800000000000001,0.193,0.134
1668,1.0,0.1648,0.3856
26396,0.49200000000000005,0.18600000000000003,0.052000000000000005
23915,0.179,0.215,0.205
2086,1.0,0.0665,0.4886
25500,0.195,0.201,0.128
21109,0.11800000000000001,0.262,0.175
15053,1.0,0.049,0.47600000000000003
12600,1.0,0.055999999999999994,0.281
27573,0.9129999999999999,0.233,0.09300000000000001
21851,0.466,0.172,0.054000000000000006
11090,0.2076,0.2459,0.1363
15764,0.489,0.257,0.149
1832,1.0,0.02,0.5894
13067,0.354,0.23600000000000002,0.268
823,1.0,0.02,0.2695
10777,1.0,0.0816,0.3052
25057,1.0,0.051,0.643
16393,0.382,0.16699999999999998,0.348
2673,0.5842,0.2171,0.245
9560,0.1994,0.2228,0.1931
8831,0.2986,0.2385,0.3977
7811,0.3328,0.2265,0.2218
429,1.0,0.02,0.2947
13048,0.33799999999999997,0.24100000000000002,0.184
3832,0.9949,0.1078,0.3826
20812,0.124,0.271,0.17300000000000001
3000,1.0,0.0645,0.2314
15702,0.425,0.261,0.184
6210,1.0,0.153,0.3822
6418,1.0,0.0313,0.2038
9757,0.259,0.2118,0.2598
8500,0.3184,0.2273,0.2399
24424,1.0,0.057,0.261
24167,1.0,0.076,0.55
16726,0.858,0.07400000000000001,0.384
16052,0.391,0.188,0.44799999999999995
9775,0.2519,0.22,0.21899999999999997
11109,0.2191,0.2457,0.1686
7022,0.2044,0.2589,0.213
26925,0.46,0.20199999999999999,0.052000000000000005
2362,0.7117,0.1703,0.2844
22155,0.364,0.20600000000000002,0.085
27610,0.9229999999999999,0.192,0.134
2390,1.0,0.043,0.3165
12985,0.736,0.13,0.254
18500,1.0,0.02,0.205
19182,1.0,0.045,0.3
5109,1.0,0.0859,0.4349
23898,0.28800000000000003,0.125,0.28
13772,1.0,0.054000000000000006,0.361
5910,0.6822,0.2564,0.2118
27470,0.631,0.20600000000000002,0.13699999999999998
15617,0.17,0.179,0.354
12870,0.122,0.23199999999999998,0.035
21214,0.573,0.11699999999999999,0.47600000000000003
922,1.0,0.0281,0.2611
3221,1.0,0.1187,0.2291
22751,0.133,0.252,0.184
26164,0.11900000000000001,0.218,0.048
12775,0.41200000000000003,0.18899999999999997,0.228
25448,0.21100000000000002,0.2,0.162
4964,1.0,0.0605,0.4493
23760,0.162,0.17300000000000001,0.40700000000000003
16224,0.247,0.18100000000000002,0.237
22312,0.125,0.261,0.168
10178,0.272,0.2483,0.2905
25910,1.0,0.04,0.546
27502,0.99,0.16399999999999998,0.17600000000000002
10975,0.433,0.0928,0.1274
15714,0.49,0.257,0.195
2629,0.6,0.1214,0.1917
2276,0.2118,0.2369,0.0921
7026,0.2038,0.2589,0.2172
1478,0.9122,0.127,0.1597
19022,0.573,0.09699999999999999,0.389
20727,0.11699999999999999,0.256,0.212
12973,0.371,0.168,0.084
3430,1.0,0.0758,0.4504
4922,1.0,0.1478,0.5103
26879,0.387,0.188,0.145
13080,0.429,0.242,0.289
942,0.8392,0.1416,0.3779
310,1.0,0.185,0.0933
13010,0.591,0.17,0.221
3981,1.0,0.1217,0.2662
22077,0.425,0.226,0.12300000000000001
22452,0.127,0.256,0.174
6817,0.6212,0.2335,0.151
7216,0.439,0.14400000000000002,0.2915
4238,0.8194,0.2327,0.0429
6982,0.1973,0.2441,0.2146
17067,0.184,0.217,0.106
26033,0.214,0.237,0.205
25364,0.209,0.19399999999999998,0.17300000000000001
12517,1.0,0.071,0.7879999999999999
13424,0.304,0.24,0.183
1469,0.9535,0.141,0.20600000000000002
52,0.9988,0.1949,0.1242
10431,0.3589,0.1813,0.2557
21145,0.128,0.261,0.17800000000000002
20844,0.499,0.14300000000000002,0.376
11362,0.2254,0.1894,0.1077
11250,0.2295,0.2379,0.1241
20915,0.11900000000000001,0.201,0.253
15961,0.695,0.091,0.47
2162,1.0,0.1283,0.6581
5005,1.0,0.0249,0.4202
2842,0.4393,0.1217,0.1655
16391,0.26,0.239,0.345
5640,0.6866,0.1152,0.3986
10323,0.3736,0.2258,0.5249
15700,0.415,0.262,0.18600000000000003
2255,1.0,0.07,0.1336
27635,0.945,0.179,0.163
13402,0.354,0.23800000000000002,0.23399999999999999
21841,0.389,0.19899999999999998,0.059000000000000004
26790,0.488,0.188,0.38
14529,0.9229999999999999,0.065,0.205
23066,0.249,0.201,0.233
2683,0.541,0.2018,0.2496
27570,0.9179999999999999,0.23399999999999999,0.076
21952,0.429,0.20199999999999999,0.08199999999999999
8474,0.4486,0.2026,0.3252
7617,0.2797,0.2179,0.1134
11905,1.0,0.0589,0.5794
24367,1.0,0.098,0.342
22739,0.139,0.24600000000000002,0.17300000000000001
21880,0.42200000000000004,0.193,0.09699999999999999
26332,0.36700000000000005,0.147,0.052000000000000005
8357,0.2439,0.2479,0.2828
22893,0.304,0.223,0.253
10691,0.5439,0.1778,0.2865
12135,1.0,0.02,0.3405
14925,1.0,0.02,0.19899999999999998
8530,1.0,0.0693,0.5964
4996,1.0,0.0366,0.4893
15819,0.374,0.175,0.35600000000000004
26018,0.18,0.23399999999999999,0.152
3625,1.0,0.1101,0.2345
1287,1.0,0.1272,0.2622
11293,0.24,0.2323,0.1272
13358,0.28300000000000003,0.19699999999999998,0.154
8250,0.3306,0.2214,0.2207
21961,0.451,0.204,0.10300000000000001
7712,0.3529,0.1877,0.4043
24534,0.9540000000000001,0.145,0.34600000000000003
11964,1.0,0.0817,0.583
2760,0.3588,0.2123,0.1795
21544,0.114,0.22399999999999998,0.094
2287,0.2263,0.2268,0.087
7688,0.3631,0.2099,0.3267
22800,0.23199999999999998,0.19399999999999998,0.228
12593,1.0,0.11800000000000001,0.264
6846,0.4262,0.177,0.3463
1892,1.0,0.0409,0.4771
7385,1.0,0.0292,0.2236
27117,0.434,0.191,0.052000000000000005
13556,0.303,0.253,0.19699999999999998
10618,0.4606,0.2254,0.2493
500,0.988,0.1719,0.3163
9538,0.1804,0.2221,0.1685
10978,0.3089,0.1413,0.1291
7268,0.3886,0.1578,0.1411
15929,0.33799999999999997,0.188,0.43700000000000006
26603,0.249,0.204,0.17800000000000002
1415,1.0,0.0801,0.373
95,1.0,0.0291,0.1643
14834,0.833,0.11,0.252
16520,0.7140000000000001,0.086,0.426
12051,1.0,0.075,0.5106
23565,0.258,0.125,0.191
13786,1.0,0.065,0.35200000000000004
3434,1.0,0.1527,0.2511
9575,0.2034,0.223,0.1916
8476,0.4253,0.2025,0.3107
25835,0.162,0.258,0.21600000000000003
13237,0.228,0.165,0.22
13768,1.0,0.073,0.28600000000000003
25980,0.183,0.217,0.136
9922,0.3294,0.2115,0.3331
20401,0.134,0.263,0.166
9771,0.2506,0.225,0.2329
23861,0.27699999999999997,0.14,0.259
1524,0.9841,0.1495,0.2304
24723,1.0,0.044000000000000004,0.257
25801,0.171,0.248,0.161
3856,0.888,0.1303,0.3204
19937,0.10400000000000001,0.23199999999999998,0.081
16738,0.631,0.113,0.364
12052,1.0,0.0743,0.4912
2109,1.0,0.0756,0.7479
26265,0.35200000000000004,0.218,0.038
9950,0.3286,0.2206,0.3381
93,1.0,0.02,0.1504
27079,0.439,0.20600000000000002,0.039
8562,0.3971,0.1934,0.3668
6612,0.4416,0.1964,0.2118
3503,1.0,0.0682,0.3594
9692,0.259,0.2304,0.2501
8648,0.4359,0.24600000000000002,0.3255
11736,0.3052,0.17600000000000002,0.1217
15779,0.499,0.256,0.18899999999999997
27423,0.7959999999999999,0.2,0.134
6457,0.9072,0.1641,0.3462
15466,0.233,0.17600000000000002,0.419
21384,0.348,0.128,0.43200000000000005
21727,0.48700000000000004,0.21600000000000003,0.036000000000000004
8245,0.3217,0.2233,0.2696
682,0.7369,0.0543,0.2541
8128,0.1415,0.23399999999999999,0.0907
2256,0.9326,0.0962,0.1113
17150,0.10300000000000001,0.237,0.115
9721,0.2337,0.2257,0.2463
10122,0.1892,0.1589,0.2558
20419,0.126,0.22,0.20600000000000002
3537,0.9262,0.1071,0.308
14142,1.0,0.047,0.657
16721,0.635,0.091,0.40700000000000003
17028,0.389,0.20199999999999999,0.11900000000000001
24460,1.0,0.08,0.267
23673,1.0,0.049,0.5539999999999999
23610,1.0,0.040999999999999995,0.431
21350,0.254,0.207,0.31
3552,1.0,0.0903,0.3638
24611,0.961,0.134,0.39799999999999996
5871,0.6945,0.2551,0.2124
14110,1.0,0.055999999999999994,0.6829999999999999
6270,1.0,0.1721,0.4387
13136,0.40299999999999997,0.19,0.19899999999999998
8227,0.4015,0.21899999999999997,0.2866
13350,0.28600000000000003,0.214,0.315
22417,0.11699999999999999,0.266,0.156
3842,1.0,0.0943,0.2749
20885,0.196,0.233,0.253
25670,0.145,0.24100000000000002,0.134
6227,0.8288,0.1409,0.4267
21317,0.16,0.235,0.11699999999999999
20494,0.20199999999999999,0.138,0.109
27485,0.784,0.149,0.13699999999999998
8605,0.392,0.2224,0.2839
25631,0.24100000000000002,0.14300000000000002,0.198
5041,1.0,0.02,0.4624
15112,0.12,0.23600000000000002,0.09699999999999999
442,0.9765,0.1711,0.3293
12476,1.0,0.092,0.8029999999999999
13741,0.679,0.096,0.278
19705,0.10800000000000001,0.237,0.068
4988,1.0,0.0443,0.4723
1693,1.0,0.1101,0.2682
1665,1.0,0.168,0.3504
11071,0.2053,0.2444,0.1276
23187,0.11900000000000001,0.223,0.132
7723,0.3017,0.2164,0.2495
205,1.0,0.1159,0.47100000000000003
6166,0.9927,0.1581,0.4221
3287,1.0,0.0647,0.3169
3610,1.0,0.1,0.2985
14083,1.0,0.045,0.6920000000000001
10531,0.3748,0.2341,0.3284
16354,0.23199999999999998,0.25,0.313
22058,0.469,0.21,0.08
14843,0.784,0.10800000000000001,0.257
19935,0.106,0.23,0.081
6706,0.3797,0.2028,0.1235
8726,0.4958,0.2299,0.3682
16753,0.364,0.17600000000000002,0.322
22035,0.439,0.21,0.098
1455,1.0,0.1689,0.2786
9598,0.2724,0.2109,0.2277
1365,1.0,0.076,0.1869
732,1.0,0.02,0.3301
27799,0.8079999999999999,0.075,0.305
24552,0.767,0.15,0.305
13114,0.382,0.209,0.32899999999999996
25184,1.0,0.068,0.637
22103,0.435,0.213,0.10800000000000001
17184,0.098,0.249,0.08900000000000001
16914,0.273,0.19,0.33
12166,1.0,0.0789,0.7277
728,1.0,0.02,0.3563
13060,0.297,0.24600000000000002,0.26
1567,1.0,0.0843,0.3219
10267,0.3723,0.1725,0.3103
851,0.8893,0.0886,0.2758
21576,0.294,0.218,0.086
798,1.0,0.0361,0.5138
23884,0.562,0.105,0.292
4892,0.9703,0.1562,0.5573
7289,0.2612,0.1971,0.0856
12024,0.7655,0.1134,0.6107
19499,0.11599999999999999,0.22399999999999998,0.086
2547,0.2705,0.2153,0.0691
3461,0.9349,0.1684,0.1778
13112,0.35100000000000003,0.221,0.253
639,0.9434,0.1623,0.1956
23167,0.113,0.235,0.163
19080,0.32,0.11699999999999999,0.268
4303,0.8059,0.2313,0.0435
22859,0.192,0.233,0.267
1561,0.9451,0.1337,0.4254
9769,0.2475,0.2281,0.2394
15092,0.433,0.105,0.102
10903,1.0,0.065,0.2264
565,0.7534,0.0329,0.2386
24962,1.0,0.086,0.38
1475,1.0,0.1187,0.1856
8512,0.3787,0.2121,0.3449
6558,0.6585,0.0889,0.3438
12030,0.8065,0.1123,0.5920000000000001
1026,0.8439,0.1377,0.3879
24587,1.0,0.11199999999999999,0.29
24584,1.0,0.113,0.289
10451,0.2882,0.2196,0.2672
10487,0.32899999999999996,0.2328,0.3086
12721,0.32,0.171,0.081
19128,1.0,0.054000000000000006,0.289
11152,0.1892,0.2383,0.1338
15974,0.546,0.141,0.47100000000000003
3691,0.8553,0.145,0.2314
14388,1.0,0.042,0.40700000000000003
24410,1.0,0.059000000000000004,0.28800000000000003
7146,0.4325,0.0892,0.2041
15051,1.0,0.055,0.465
7108,0.3435,0.1209,0.1685
8745,0.5142,0.2175,0.3446
7886,0.4407,0.1985,0.3124
1573,1.0,0.0946,0.3805
1257,1.0,0.0221,0.2709
24222,1.0,0.044000000000000004,0.506
5188,0.9884,0.0912,0.5426
20899,0.18100000000000002,0.215,0.245
16963,0.406,0.188,0.341
19766,0.884,0.077,0.49200000000000005
22581,0.133,0.24100000000000002,0.187
15404,0.102,0.26899999999999996,0.17800000000000002
5803,0.6763,0.2541,0.2078
21748,0.5,0.218,0.035
5799,0.6859,0.2549,0.2323
13553,0.302,0.248,0.193
3765,1.0,0.109,0.3685
3396,1.0,0.1058,0.3374
15586,0.132,0.243,0.23199999999999998
8630,0.3559,0.2457,0.3626
6026,0.4937,0.1529,0.4505
23927,0.254,0.163,0.17600000000000002
25652,0.151,0.231,0.115
3730,1.0,0.1097,0.3495
17172,0.098,0.243,0.109
11552,0.1906,0.2164,0.0572
27334,0.632,0.225,0.25
10289,0.3393,0.2491,0.3559
875,1.0,0.0573,0.3236
27534,0.873,0.23,0.295
27536,0.809,0.231,0.265
26860,0.544,0.182,0.23800000000000002
21206,0.5670000000000001,0.127,0.47200000000000003
15736,0.532,0.261,0.162
1682,1.0,0.0855,0.2692
6217,0.987,0.1555,0.3664
9943,0.3362,0.2145,0.3393
20883,0.20199999999999999,0.23199999999999998,0.256
7483,0.3905,0.1851,0.3737
7587,0.47600000000000003,0.1595,0.32
16403,0.28800000000000003,0.18899999999999997,0.396
11559,0.1891,0.2142,0.076
9982,0.3613,0.1768,0.2814
1521,0.9043,0.1593,0.2337
22431,0.11900000000000001,0.263,0.17
1583,1.0,0.0938,0.3275
3080,1.0,0.1546,0.2307
23777,0.212,0.16899999999999998,0.32299999999999995
21935,0.44,0.21100000000000002,0.08800000000000001
7976,0.1076,0.2311,0.0257
20755,0.124,0.268,0.193
22898,0.342,0.212,0.256
26703,0.38299999999999995,0.213,0.252
9875,0.295,0.1933,0.3402
23895,0.159,0.125,0.284
15928,0.337,0.188,0.442
23963,0.17,0.182,0.11800000000000001
1896,1.0,0.0657,0.5547
25427,0.187,0.209,0.13699999999999998
6124,0.8573,0.1584,0.4288
24440,1.0,0.037000000000000005,0.295
20415,0.317,0.20800000000000002,0.261
2115,1.0,0.073,0.7934
862,0.8732,0.0905,0.5501
919,1.0,0.0519,0.2414
24227,1.0,0.044000000000000004,0.531
10698,0.2609,0.2167,0.2402
27660,0.768,0.133,0.175
27170,0.384,0.19,0.067
16827,0.25,0.188,0.267
8444,0.3567,0.2081,0.3591
10693,0.4605,0.1886,0.2546
3685,1.0,0.0883,0.35600000000000004
25643,0.16899999999999998,0.19399999999999998,0.182
27151,0.363,0.192,0.052000000000000005
16749,0.521,0.139,0.322
12592,1.0,0.11599999999999999,0.273
25441,0.198,0.21,0.14800000000000002
19103,1.0,0.02,0.28300000000000003
13765,0.895,0.1,0.20600000000000002
10532,0.3716,0.2324,0.3534
27362,0.612,0.221,0.20800000000000002
6715,0.3453,0.2181,0.1376
12575,1.0,0.1,0.418
21626,0.382,0.225,0.09
27063,0.48100000000000004,0.207,0.048
22846,0.23600000000000002,0.177,0.239
10400,0.3255,0.2243,0.2806
3929,1.0,0.1066,0.3488
17069,0.16699999999999998,0.22,0.10400000000000001
23114,0.13,0.251,0.14400000000000002
13848,1.0,0.054000000000000006,0.7759999999999999
7499,0.3647,0.1773,0.3134
6721,0.3276,0.2318,0.1558
8145,0.1391,0.2326,0.1168
23133,0.113,0.26,0.14400000000000002
6369,0.9529,0.1919,0.3875
25629,0.247,0.134,0.198
2963,1.0,0.0257,0.3005
6225,0.8522,0.1427,0.4584
22714,0.13699999999999998,0.253,0.155
2151,1.0,0.07,0.7725
8823,0.368,0.2269,0.4076
24450,1.0,0.02,0.273
24502,1.0,0.122,0.282
12069,1.0,0.0845,0.4924
18995,0.879,0.109,0.33299999999999996
27193,0.479,0.141,0.076
13116,0.424,0.195,0.368
5581,1.0,0.0565,0.3554
12913,0.281,0.23199999999999998,0.16699999999999998
13760,0.833,0.10800000000000001,0.166
4907,1.0,0.1522,0.6068
17134,0.094,0.233,0.109
22604,0.135,0.247,0.18899999999999997
12842,0.147,0.21600000000000003,0.01
8747,0.5164,0.2183,0.3271
23743,0.209,0.122,0.41700000000000004
6594,0.7769,0.0756,0.4115
5518,1.0,0.0315,0.3986
3777,0.9865,0.1135,0.2464
11787,0.2545,0.2001,0.0981
7776,0.8899,0.0698,0.5248
15055,1.0,0.031,0.518
4108,0.6164,0.1073,0.146
24639,0.7809999999999999,0.11800000000000001,0.29
21436,0.684,0.11699999999999999,0.465
1895,1.0,0.059000000000000004,0.5127
26364,0.384,0.125,0.043
6650,0.2931,0.2459,0.2807
24512,1.0,0.10800000000000001,0.27399999999999997
11766,0.2573,0.1998,0.0968
2349,0.2973,0.2619,0.1443
3922,1.0,0.0905,0.3451
24714,1.0,0.08,0.252
26172,0.114,0.22,0.047
16713,0.444,0.1,0.376
21164,0.138,0.247,0.18899999999999997
23370,1.0,0.055,0.5539999999999999
22484,0.128,0.253,0.174
21586,0.345,0.209,0.08
5652,0.9123,0.0857,0.4023
3801,1.0,0.0966,0.3682
7497,0.384,0.1643,0.2945
21336,0.65,0.10300000000000001,0.475
61,1.0,0.185,0.1778
569,0.7255,0.0446,0.2396
7478,0.4958,0.1571,0.43
25291,0.159,0.20199999999999999,0.135
21338,0.581,0.10800000000000001,0.436
11770,0.2554,0.1992,0.0816
164,0.9989,0.11,0.3688
27656,0.91,0.155,0.149
5691,0.7184,0.2561,0.2005
6825,0.7163,0.2094,0.1718
4618,1.0,0.1261,0.7123
22413,0.11800000000000001,0.265,0.17
12693,0.579,0.102,0.124
24978,1.0,0.083,0.488
23757,0.191,0.135,0.42700000000000005
6088,0.7506,0.1226,0.46
14180,1.0,0.064,0.747
7524,0.2136,0.2147,0.366
6829,0.6866,0.2024,0.1491
12887,0.10800000000000001,0.233,0.036000000000000004
11547,0.19699999999999998,0.2162,0.0886
2312,0.5879,0.1439,0.1348
12044,1.0,0.085,0.5545
16144,0.198,0.158,0.31
19915,1.0,0.035,0.221
10095,0.1228,0.1867,0.2858
11973,1.0,0.0469,0.5545
16438,0.33399999999999996,0.196,0.406
26257,0.317,0.20600000000000002,0.037000000000000005
16340,0.22899999999999998,0.253,0.332
23558,0.168,0.185,0.156
10365,0.4407,0.1883,0.2808
4002,0.7933,0.1405,0.295
22584,0.133,0.242,0.19399999999999998
21582,0.314,0.22,0.079
2542,0.3342,0.2017,0.0944
12468,1.0,0.079,0.77
1649,1.0,0.0997,0.2723
5434,0.5116,0.1595,0.3297
9815,0.2162,0.2308,0.2412
14580,1.0,0.044000000000000004,0.7040000000000001
2667,0.5774,0.2049,0.2063
25995,0.185,0.217,0.16
23676,0.8859999999999999,0.077,0.534
10404,0.3389,0.2237,0.2923
11108,0.2181,0.2463,0.1779
14338,1.0,0.07400000000000001,0.555
24900,1.0,0.02,0.318
25390,0.23399999999999999,0.18600000000000003,0.159
16369,0.22399999999999998,0.245,0.33399999999999996
13637,0.313,0.235,0.161
814,1.0,0.02,0.2721
9713,0.2593,0.2146,0.2793
7230,0.3587,0.2069,0.2755
12039,0.9785,0.0921,0.5884
11436,0.2696,0.1627,0.102
21915,0.446,0.22699999999999998,0.107
8287,0.2154,0.2369,0.1689
6356,0.619,0.1457,0.5371
8263,0.3123,0.2324,0.2115
10099,0.1691,0.1646,0.2713
10576,0.3382,0.1452,0.3078
20495,0.20600000000000002,0.13,0.111
3174,1.0,0.0657,0.2541
423,1.0,0.02,0.2161
2286,0.2195,0.2274,0.0923
22944,0.22899999999999998,0.187,0.21899999999999997
15706,0.447,0.262,0.16899999999999998
15896,0.37799999999999995,0.185,0.44299999999999995
25003,1.0,0.087,0.47700000000000004
20905,0.175,0.20199999999999999,0.233
350,1.0,0.0908,0.4013
2337,0.3833,0.203,0.1064
9590,0.2552,0.2083,0.2737
448,0.9654,0.1582,0.327
9495,0.1965,0.2177,0.19
21325,0.156,0.231,0.129
26084,0.557,0.142,0.37200000000000005
7999,0.1069,0.2384,0.027999999999999997
7418,0.4078,0.0992,0.2379
3788,1.0,0.1071,0.3681
8728,0.4896,0.2315,0.39399999999999996
20460,0.15,0.157,0.126
16370,0.22399999999999998,0.244,0.33299999999999996
654,0.7257,0.0879,0.1763
47,0.9049,0.1965,0.1335
12586,1.0,0.055999999999999994,0.281
21521,0.111,0.23399999999999999,0.11699999999999999
7780,0.9259,0.0832,0.5532
14198,1.0,0.044000000000000004,0.715
16287,0.425,0.13,0.41
13601,0.29600000000000004,0.23800000000000002,0.16
7071,0.2168,0.2384,0.2218
3454,0.9409,0.1718,0.2397
4777,1.0,0.0465,0.3264
11103,0.2165,0.2444,0.1576
344,1.0,0.1081,0.5142
6765,0.4666,0.2186,0.3601
1553,0.8116,0.1301,0.3649
1323,0.8821,0.1714,0.2282
11069,0.2041,0.2453,0.1179
15490,0.233,0.17,0.41
7295,0.26899999999999996,0.2244,0.2593
7345,0.1907,0.2719,0.2015
1219,1.0,0.1355,0.1928
15132,0.114,0.242,0.099
2922,1.0,0.0497,0.3164
17127,0.091,0.237,0.125
17155,0.10300000000000001,0.24,0.11900000000000001
21650,0.32299999999999995,0.19699999999999998,0.052000000000000005
2469,0.1047,0.2302,0.0227
751,1.0,0.02,0.2746
2280,0.1941,0.2434,0.0877
6128,0.9615,0.1455,0.4297
4232,0.738,0.2377,0.0422
4650,0.7714,0.1596,0.5358
7937,0.1807,0.1996,0.0349
